method,query_index,rank,query_track_id,retrieved_track_id,exact_match,score,input_screenplay,target_text,predicted_music_description,query_mood,query_genre,retrieved_mood,retrieved_genre,retrieved_audio_path
score_fusion_alpha_0.25_direct,2,2,track_1090145,track_0026436,0,0.4276304244995117,"EXT. CITY SIDEWALK - EVENING.
A character moves through a crowd while replaying a conversation in their head. The city continues around them, indifferent.
The scene relies on visual detail and has medium dialogue density.","documentary, film indie, pop, soundtrack background music with orchestral cinematic textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.","emotional, emotional, emotional, emotional, emotional, emotional background music with soft ambient textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",documentary|film,indie|pop|soundtrack,inspiring,easylistening|soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/36/26436.low.mp3
score_fusion_alpha_0.25_direct,2,3,track_1090145,track_1062598,0,0.4133695065975189,"EXT. CITY SIDEWALK - EVENING.
A character moves through a crowd while replaying a conversation in their head. The city continues around them, indifferent.
The scene relies on visual detail and has medium dialogue density.","documentary, film indie, pop, soundtrack background music with orchestral cinematic textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.","emotional, emotional, emotional, emotional, emotional, emotional background music with soft ambient textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",documentary|film,indie|pop|soundtrack,advertising|motivational,ambient|chillout|easylistening|soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/98/1062598.low.mp3
score_fusion_alpha_0.25_direct,2,4,track_1090145,track_1078577,0,0.38226667046546936,"EXT. CITY SIDEWALK - EVENING.
A character moves through a crowd while replaying a conversation in their head. The city continues around them, indifferent.
The scene relies on visual detail and has medium dialogue density.","documentary, film indie, pop, soundtrack background music with orchestral cinematic textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.","emotional, emotional, emotional, emotional, emotional, emotional background music with soft ambient textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",documentary|film,indie|pop|soundtrack,film,pop|popfolk|poprock|soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/77/1078577.low.mp3
score_fusion_alpha_0.25_direct,2,5,track_1090145,track_0770629,0,0.37401390075683594,"EXT. CITY SIDEWALK - EVENING.
A character moves through a crowd while replaying a conversation in their head. The city continues around them, indifferent.
The scene relies on visual detail and has medium dialogue density.","documentary, film indie, pop, soundtrack background music with orchestral cinematic textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.","emotional, emotional, emotional, emotional, emotional, emotional background music with soft ambient textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",documentary|film,indie|pop|soundtrack,documentary|drama|emotional|soft,choir|newage|soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/29/770629.low.mp3
score_fusion_alpha_0.25_direct,3,1,track_1090145,track_1105642,0,0.38990411162376404,"INT. CAR - NIGHT.
Two people drive without speaking. The road lights pass across their faces. The silence between them slowly changes shape.
The scene relies on visual detail and has medium dialogue density.","documentary, film indie, pop, soundtrack background music with orchestral cinematic textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.","film, electronic, electronic background music with electronic synth textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",documentary|film,indie|pop|soundtrack,soundscape,ambient,/home/users/xl461/datasets/mtg_jamendo/audio_low/42/1105642.low.mp3
score_fusion_alpha_0.25_direct,3,2,track_1090145,track_1392789,0,0.3839249312877655,"INT. CAR - NIGHT.
Two people drive without speaking. The road lights pass across their faces. The silence between them slowly changes shape.
The scene relies on visual detail and has medium dialogue density.","documentary, film indie, pop, soundtrack background music with orchestral cinematic textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.","film, electronic, electronic background music with electronic synth textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",documentary|film,indie|pop|soundtrack,relaxing|space,ambient|electronic|newage,/home/users/xl461/datasets/mtg_jamendo/audio_low/89/1392789.low.mp3
score_fusion_alpha_0.25_direct,3,3,track_1090145,track_0018243,0,0.3734228312969208,"INT. CAR - NIGHT.
Two people drive without speaking. The road lights pass across their faces. The silence between them slowly changes shape.
The scene relies on visual detail and has medium dialogue density.","documentary, film indie, pop, soundtrack background music with orchestral cinematic textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.","film, electronic, electronic background music with electronic synth textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",documentary|film,indie|pop|soundtrack,relaxing|soft,chillout|lounge,/home/users/xl461/datasets/mtg_jamendo/audio_low/43/18243.low.mp3
score_fusion_alpha_0.25_direct,3,4,track_1090145,track_1212581,0,0.36690065264701843,"INT. CAR - NIGHT.
Two people drive without speaking. The road lights pass across their faces. The silence between them slowly changes shape.
The scene relies on visual detail and has medium dialogue density.","documentary, film indie, pop, soundtrack background music with orchestral cinematic textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.","film, electronic, electronic background music with electronic synth textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",documentary|film,indie|pop|soundtrack,dream|meditative,ambient|downtempo|newage,/home/users/xl461/datasets/mtg_jamendo/audio_low/81/1212581.low.mp3
score_fusion_alpha_0.25_direct,3,5,track_1090145,track_0117734,0,0.3660244047641754,"INT. CAR - NIGHT.
Two people drive without speaking. The road lights pass across their faces. The silence between them slowly changes shape.
The scene relies on visual detail and has medium dialogue density.","documentary, film indie, pop, soundtrack background music with orchestral cinematic textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.","film, electronic, electronic background music with electronic synth textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",documentary|film,indie|pop|soundtrack,ambiental|dark,instrumentalrock|rock,/home/users/xl461/datasets/mtg_jamendo/audio_low/34/117734.low.mp3
score_fusion_alpha_0.25_direct,4,1,track_1383641,track_1105642,0,0.3997741639614105,"INT. CAR - NIGHT.
Two people drive without speaking. The road lights pass across their faces. The silence between them slowly changes shape.
The scene is meant to be read through movement, facial expression, and editing rhythm. Dialogue density is medium.","corporate, inspiring, motivational, upbeat dance, minimal, pop background music with accessible melodic textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.","film, electronic, electronic background music with electronic synth textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",corporate|inspiring|motivational|upbeat,dance|minimal|pop,soundscape,ambient,/home/users/xl461/datasets/mtg_jamendo/audio_low/42/1105642.low.mp3
score_fusion_alpha_0.25_direct,4,2,track_1383641,track_1392789,0,0.3899877667427063,"INT. CAR - NIGHT.
Two people drive without speaking. The road lights pass across their faces. The silence between them slowly changes shape.
The scene is meant to be read through movement, facial expression, and editing rhythm. Dialogue density is medium.","corporate, inspiring, motivational, upbeat dance, minimal, pop background music with accessible melodic textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.","film, electronic, electronic background music with electronic synth textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",corporate|inspiring|motivational|upbeat,dance|minimal|pop,relaxing|space,ambient|electronic|newage,/home/users/xl461/datasets/mtg_jamendo/audio_low/89/1392789.low.mp3
score_fusion_alpha_0.25_direct,4,3,track_1383641,track_0018243,0,0.38251978158950806,"INT. CAR - NIGHT.
Two people drive without speaking. The road lights pass across their faces. The silence between them slowly changes shape.
The scene is meant to be read through movement, facial expression, and editing rhythm. Dialogue density is medium.","corporate, inspiring, motivational, upbeat dance, minimal, pop background music with accessible melodic textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.","film, electronic, electronic background music with electronic synth textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",corporate|inspiring|motivational|upbeat,dance|minimal|pop,relaxing|soft,chillout|lounge,/home/users/xl461/datasets/mtg_jamendo/audio_low/43/18243.low.mp3
score_fusion_alpha_0.25_direct,4,4,track_1383641,track_1212581,0,0.3714500069618225,"INT. CAR - NIGHT.
Two people drive without speaking. The road lights pass across their faces. The silence between them slowly changes shape.
The scene is meant to be read through movement, facial expression, and editing rhythm. Dialogue density is medium.","corporate, inspiring, motivational, upbeat dance, minimal, pop background music with accessible melodic textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.","film, electronic, electronic background music with electronic synth textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",corporate|inspiring|motivational|upbeat,dance|minimal|pop,dream|meditative,ambient|downtempo|newage,/home/users/xl461/datasets/mtg_jamendo/audio_low/81/1212581.low.mp3
score_fusion_alpha_0.25_direct,4,5,track_1383641,track_0081023,0,0.3656100034713745,"INT. CAR - NIGHT.
Two people drive without speaking. The road lights pass across their faces. The silence between them slowly changes shape.
The scene is meant to be read through movement, facial expression, and editing rhythm. Dialogue density is medium.","corporate, inspiring, motivational, upbeat dance, minimal, pop background music with accessible melodic textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.","film, electronic, electronic background music with electronic synth textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",corporate|inspiring|motivational|upbeat,dance|minimal|pop,dream|soundscape|space,ambient|easylistening|electronic|newage,/home/users/xl461/datasets/mtg_jamendo/audio_low/23/81023.low.mp3
score_fusion_alpha_0.25_direct,5,1,track_1383641,track_1392789,0,0.47954005002975464,"INT. SMALL OFFICE - DAY.
A character waits for an important phone call. They rearrange papers on the desk, check the clock, and try to appear composed.
The scene is meant to be read through movement, facial expression, and editing rhythm. Dialogue density is medium.","corporate, inspiring, motivational, upbeat dance, minimal, pop background music with accessible melodic textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.","romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic background music with soft ambient textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",corporate|inspiring|motivational|upbeat,dance|minimal|pop,relaxing|space,ambient|electronic|newage,/home/users/xl461/datasets/mtg_jamendo/audio_low/89/1392789.low.mp3
score_fusion_alpha_0.25_direct,5,2,track_1383641,track_1078577,0,0.4593917429447174,"INT. SMALL OFFICE - DAY.
A character waits for an important phone call. They rearrange papers on the desk, check the clock, and try to appear composed.
The scene is meant to be read through movement, facial expression, and editing rhythm. Dialogue density is medium.","corporate, inspiring, motivational, upbeat dance, minimal, pop background music with accessible melodic textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.","romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic background music with soft ambient textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",corporate|inspiring|motivational|upbeat,dance|minimal|pop,film,pop|popfolk|poprock|soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/77/1078577.low.mp3
score_fusion_alpha_0.25_direct,5,3,track_1383641,track_1062598,0,0.44963520765304565,"INT. SMALL OFFICE - DAY.
A character waits for an important phone call. They rearrange papers on the desk, check the clock, and try to appear composed.
The scene is meant to be read through movement, facial expression, and editing rhythm. Dialogue density is medium.","corporate, inspiring, motivational, upbeat dance, minimal, pop background music with accessible melodic textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.","romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic background music with soft ambient textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",corporate|inspiring|motivational|upbeat,dance|minimal|pop,advertising|motivational,ambient|chillout|easylistening|soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/98/1062598.low.mp3
score_fusion_alpha_0.25_direct,5,4,track_1383641,track_0394420,0,0.446720689535141,"INT. SMALL OFFICE - DAY.
A character waits for an important phone call. They rearrange papers on the desk, check the clock, and try to appear composed.
The scene is meant to be read through movement, facial expression, and editing rhythm. Dialogue density is medium.","corporate, inspiring, motivational, upbeat dance, minimal, pop background music with accessible melodic textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.","romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic background music with soft ambient textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",corporate|inspiring|motivational|upbeat,dance|minimal|pop,love|romantic,classical|contemporary,/home/users/xl461/datasets/mtg_jamendo/audio_low/20/394420.low.mp3
score_fusion_alpha_0.25_direct,5,5,track_1383641,track_0109226,0,0.44595640897750854,"INT. SMALL OFFICE - DAY.
A character waits for an important phone call. They rearrange papers on the desk, check the clock, and try to appear composed.
The scene is meant to be read through movement, facial expression, and editing rhythm. Dialogue density is medium.","corporate, inspiring, motivational, upbeat dance, minimal, pop background music with accessible melodic textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.","romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic, romantic background music with soft ambient textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",corporate|inspiring|motivational|upbeat,dance|minimal|pop,film,soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/26/109226.low.mp3
score_fusion_alpha_0.25_direct,6,1,track_0801576,track_0843406,0,0.42943882942199707,"EXT. CITY SIDEWALK - EVENING.
A character moves through a crowd while replaying a conversation in their head. The city continues around them, indifferent.
The scene relies on visual detail and has medium dialogue density.","movie instrumentalpop, lounge, poprock background music with guitar-driven textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.","emotional, emotional, emotional, emotional, emotional, emotional background music with soft ambient textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",movie,instrumentalpop|lounge|poprock,documentary|meditative|nature,newage|soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/06/843406.low.mp3
score_fusion_alpha_0.25_direct,6,2,track_0801576,track_0026436,0,0.4276304244995117,"EXT. CITY SIDEWALK - EVENING.
A character moves through a crowd while replaying a conversation in their head. The city continues around them, indifferent.
The scene relies on visual detail and has medium dialogue density.","movie instrumentalpop, lounge, poprock background music with guitar-driven textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.","emotional, emotional, emotional, emotional, emotional, emotional background music with soft ambient textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",movie,instrumentalpop|lounge|poprock,inspiring,easylistening|soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/36/26436.low.mp3
score_fusion_alpha_0.25_direct,6,3,track_0801576,track_1062598,0,0.4133695065975189,"EXT. CITY SIDEWALK - EVENING.
A character moves through a crowd while replaying a conversation in their head. The city continues around them, indifferent.
The scene relies on visual detail and has medium dialogue density.","movie instrumentalpop, lounge, poprock background music with guitar-driven textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.","emotional, emotional, emotional, emotional, emotional, emotional background music with soft ambient textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue, editing, or visual storytelling.",movie,instrumentalpop|lounge|poprock,advertising|motivational,ambient|chillout|easylistening|soundtrack,/home/users/xl461/datasets/mtg_jamendo/audio_low/98/1062598.low.mp3
