track_id,split,moodtheme_tags,genre_tags,input_screenplay,input_text,target_text,leak_count,leaked_terms
track_0620607,train,cool,ambient|chillout|electronic,"INT. SMALL OFFICE - DAY.
A character waits for an important phone call. They rearrange papers on the desk, check the clock, and try to appear composed.
The scene unfolds slowly, with long takes, drifting attention, and very little spoken dialogue.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is medium.","Generate a structured background music plan for this screenplay excerpt:
INT. SMALL OFFICE - DAY.
A character waits for an important phone call. They rearrange papers on the desk, check the clock, and try to appear composed.
The scene unfolds slowly, with long takes, drifting attention, and very little spoken dialogue.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is medium.","Mood: cool
Genre: ambient, chillout, electronic
Pacing: medium
Tension: low
Texture: soft ambient textures
Description: cool ambient, chillout, electronic background music with soft ambient textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.",0,
track_0620607,train,cool,ambient|chillout|electronic,"EXT. CITY SIDEWALK - EVENING.
A character moves through a crowd while replaying a conversation in their head. The city continues around them, indifferent.
The camera lingers on reflections, windows, water, or empty rooms.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is medium.","Generate a structured background music plan for this screenplay excerpt:
EXT. CITY SIDEWALK - EVENING.
A character moves through a crowd while replaying a conversation in their head. The city continues around them, indifferent.
The camera lingers on reflections, windows, water, or empty rooms.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is medium.","Mood: cool
Genre: ambient, chillout, electronic
Pacing: medium
Tension: low
Texture: soft ambient textures
Description: cool ambient, chillout, electronic background music with soft ambient textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.",0,
track_0250990,train,dream,,"EXT. CITY SIDEWALK - EVENING.
A character moves through a crowd while replaying a conversation in their head. The city continues around them, indifferent.
The camera stays close to the character as they process what just happened.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is medium.","Generate a structured background music plan for this screenplay excerpt:
EXT. CITY SIDEWALK - EVENING.
A character moves through a crowd while replaying a conversation in their head. The city continues around them, indifferent.
The camera stays close to the character as they process what just happened.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is medium.","Mood: dream
Genre: background
Pacing: medium
Tension: low
Texture: cinematic musical textures
Description: dream background background music with cinematic musical textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.",0,
track_0250990,train,dream,,"INT. CAR - NIGHT.
Two people drive without speaking. The road lights pass across their faces. The silence between them slowly changes shape.
The setting is ordinary, but the silence makes the moment feel important.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is medium.","Generate a structured background music plan for this screenplay excerpt:
INT. CAR - NIGHT.
Two people drive without speaking. The road lights pass across their faces. The silence between them slowly changes shape.
The setting is ordinary, but the silence makes the moment feel important.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is medium.","Mood: dream
Genre: background
Pacing: medium
Tension: low
Texture: cinematic musical textures
Description: dream background background music with cinematic musical textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.",0,
track_0843208,train,meditative,folk|newage|orchestral|world,"EXT. LAKESIDE - AFTERNOON.
A character walks slowly along the water. The conversation from the previous scene lingers in their mind, though no words are spoken now.
The scene follows a character along a quiet road outside the city.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is low.","Generate a structured background music plan for this screenplay excerpt:
EXT. LAKESIDE - AFTERNOON.
A character walks slowly along the water. The conversation from the previous scene lingers in their mind, though no words are spoken now.
The scene follows a character along a quiet road outside the city.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is low.","Mood: meditative
Genre: folk, newage, orchestral, world
Pacing: slow
Tension: low
Texture: soft ambient textures
Description: meditative folk, newage, orchestral, world background music with soft ambient textures. The music should have a slow pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.",0,
track_0843208,train,meditative,folk|newage|orchestral|world,"INT. LIBRARY - DAY.
Two characters sit across from each other at a table. They exchange brief glances over their books, each waiting for the other to speak first.
The environment feels handmade and grounded, with natural light and simple movement.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is low.","Generate a structured background music plan for this screenplay excerpt:
INT. LIBRARY - DAY.
Two characters sit across from each other at a table. They exchange brief glances over their books, each waiting for the other to speak first.
The environment feels handmade and grounded, with natural light and simple movement.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is low.","Mood: meditative
Genre: folk, newage, orchestral, world
Pacing: slow
Tension: low
Texture: soft ambient textures
Description: meditative folk, newage, orchestral, world background music with soft ambient textures. The music should have a slow pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.",0,
track_1372069,train,dark,club|experimental|soundtrack,"INT. APARTMENT HALLWAY - NIGHT.
A man stands outside a half-open door. Somewhere inside the apartment, a floorboard creaks. He hesitates before stepping forward.
The camera frames the characters against a large landscape, making the moment feel consequential.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is low.","Generate a structured background music plan for this screenplay excerpt:
INT. APARTMENT HALLWAY - NIGHT.
A man stands outside a half-open door. Somewhere inside the apartment, a floorboard creaks. He hesitates before stepping forward.
The camera frames the characters against a large landscape, making the moment feel consequential.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is low.","Mood: dark
Genre: club, experimental, soundtrack
Pacing: medium
Tension: high
Texture: orchestral cinematic textures
Description: dark club, experimental, soundtrack background music with orchestral cinematic textures. The music should have a medium pace and high emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.",0,
track_1372069,train,dark,club|experimental|soundtrack,"EXT. PARKING LOT - NIGHT.
A character searches for their car under weak streetlights. Their phone battery dies. A distant engine starts, then cuts off abruptly.
The blocking is composed and theatrical, with slow camera movement and strong spatial symmetry.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is low.","Generate a structured background music plan for this screenplay excerpt:
EXT. PARKING LOT - NIGHT.
A character searches for their car under weak streetlights. Their phone battery dies. A distant engine starts, then cuts off abruptly.
The blocking is composed and theatrical, with slow camera movement and strong spatial symmetry.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is low.","Mood: dark
Genre: club, experimental, soundtrack
Pacing: medium
Tension: high
Texture: orchestral cinematic textures
Description: dark club, experimental, soundtrack background music with orchestral cinematic textures. The music should have a medium pace and high emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.",0,
track_1314750,train,corporate|motivational,dance|house|trance,"INT. SMALL OFFICE - DAY.
A character waits for an important phone call. They rearrange papers on the desk, check the clock, and try to appear composed.
The location is filled with neon reflections, glass surfaces, and surveillance monitors.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is medium.","Generate a structured background music plan for this screenplay excerpt:
INT. SMALL OFFICE - DAY.
A character waits for an important phone call. They rearrange papers on the desk, check the clock, and try to appear composed.
The location is filled with neon reflections, glass surfaces, and surveillance monitors.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is medium.","Mood: corporate, motivational
Genre: dance, house, trance
Pacing: medium
Tension: low
Texture: electronic synth textures
Description: corporate, motivational dance, house, trance background music with electronic synth textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.",0,
track_1314750,train,corporate|motivational,dance|house|trance,"EXT. CITY SIDEWALK - EVENING.
A character moves through a crowd while replaying a conversation in their head. The city continues around them, indifferent.
The scene takes place near server racks, city lights, and mechanical movement.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is medium.","Generate a structured background music plan for this screenplay excerpt:
EXT. CITY SIDEWALK - EVENING.
A character moves through a crowd while replaying a conversation in their head. The city continues around them, indifferent.
The scene takes place near server racks, city lights, and mechanical movement.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is medium.","Mood: corporate, motivational
Genre: dance, house, trance
Pacing: medium
Tension: low
Texture: electronic synth textures
Description: corporate, motivational dance, house, trance background music with electronic synth textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.",0,
track_0769426,train,meditative,folk|newage|soundtrack|world,"EXT. LAKESIDE - AFTERNOON.
A character walks slowly along the water. The conversation from the previous scene lingers in their mind, though no words are spoken now.
The scene follows a character along a quiet road outside the city.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is low.","Generate a structured background music plan for this screenplay excerpt:
EXT. LAKESIDE - AFTERNOON.
A character walks slowly along the water. The conversation from the previous scene lingers in their mind, though no words are spoken now.
The scene follows a character along a quiet road outside the city.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is low.","Mood: meditative
Genre: folk, newage, soundtrack, world
Pacing: slow
Tension: low
Texture: soft ambient textures
Description: meditative folk, newage, soundtrack, world background music with soft ambient textures. The music should have a slow pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.",0,
track_0769426,train,meditative,folk|newage|soundtrack|world,"INT. LIBRARY - DAY.
Two characters sit across from each other at a table. They exchange brief glances over their books, each waiting for the other to speak first.
The environment feels handmade and grounded, with natural light and simple movement.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is low.","Generate a structured background music plan for this screenplay excerpt:
INT. LIBRARY - DAY.
Two characters sit across from each other at a table. They exchange brief glances over their books, each waiting for the other to speak first.
The environment feels handmade and grounded, with natural light and simple movement.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is low.","Mood: meditative
Genre: folk, newage, soundtrack, world
Pacing: slow
Tension: low
Texture: soft ambient textures
Description: meditative folk, newage, soundtrack, world background music with soft ambient textures. The music should have a slow pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.",0,
track_1319785,train,epic|movie,orchestral|soundtrack,"INT. TRAINING ROOM - NIGHT.
A montage shows a character repeating the same difficult task again and again. Each failure is shorter than the last. Their focus sharpens.
The camera frames the characters against a large landscape, making the moment feel consequential.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is low.","Generate a structured background music plan for this screenplay excerpt:
INT. TRAINING ROOM - NIGHT.
A montage shows a character repeating the same difficult task again and again. Each failure is shorter than the last. Their focus sharpens.
The camera frames the characters against a large landscape, making the moment feel consequential.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is low.","Mood: epic, movie
Genre: orchestral, soundtrack
Pacing: medium
Tension: high
Texture: orchestral cinematic textures
Description: epic, movie orchestral, soundtrack background music with orchestral cinematic textures. The music should have a medium pace and high emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.",0,
track_1319785,train,epic|movie,orchestral|soundtrack,"EXT. WIDE LANDSCAPE - DAWN.
A group reaches the top of a ridge after a long journey. They look out over the distance, aware that the hardest part is still ahead.
The blocking is composed and theatrical, with slow camera movement and strong spatial symmetry.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is low.","Generate a structured background music plan for this screenplay excerpt:
EXT. WIDE LANDSCAPE - DAWN.
A group reaches the top of a ridge after a long journey. They look out over the distance, aware that the hardest part is still ahead.
The blocking is composed and theatrical, with slow camera movement and strong spatial symmetry.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is low.","Mood: epic, movie
Genre: orchestral, soundtrack
Pacing: medium
Tension: high
Texture: orchestral cinematic textures
Description: epic, movie orchestral, soundtrack background music with orchestral cinematic textures. The music should have a medium pace and high emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.",0,
track_1157302,train,romantic,jazz|soundtrack,"EXT. BUS STOP - RAINY EVENING.
Two characters wait under the same shelter. The conversation is ordinary, but their pauses reveal more than their words.
The room has warm lamps, old wood, and the feeling of a conversation happening too late.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is medium.","Generate a structured background music plan for this screenplay excerpt:
EXT. BUS STOP - RAINY EVENING.
Two characters wait under the same shelter. The conversation is ordinary, but their pauses reveal more than their words.
The room has warm lamps, old wood, and the feeling of a conversation happening too late.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is medium.","Mood: romantic
Genre: jazz, soundtrack
Pacing: medium
Tension: medium
Texture: orchestral cinematic textures
Description: romantic jazz, soundtrack background music with orchestral cinematic textures. The music should have a medium pace and medium emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.",0,
track_1157302,train,romantic,jazz|soundtrack,"INT. HOTEL ROOM - DAWN.
A character watches someone sleep before quietly packing a bag. They leave a note on the table and stand at the door for a long moment.
The character walks through an empty street after midnight, passing closed storefronts and dim windows.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is medium.","Generate a structured background music plan for this screenplay excerpt:
INT. HOTEL ROOM - DAWN.
A character watches someone sleep before quietly packing a bag. They leave a note on the table and stand at the door for a long moment.
The character walks through an empty street after midnight, passing closed storefronts and dim windows.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is medium.","Mood: romantic
Genre: jazz, soundtrack
Pacing: medium
Tension: medium
Texture: orchestral cinematic textures
Description: romantic jazz, soundtrack background music with orchestral cinematic textures. The music should have a medium pace and medium emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.",0,
track_1244794,train,epic|film,choir|orchestral|soundtrack,"INT. TRAINING ROOM - NIGHT.
A montage shows a character repeating the same difficult task again and again. Each failure is shorter than the last. Their focus sharpens.
The camera frames the characters against a large landscape, making the moment feel consequential.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is low.","Generate a structured background music plan for this screenplay excerpt:
INT. TRAINING ROOM - NIGHT.
A montage shows a character repeating the same difficult task again and again. Each failure is shorter than the last. Their focus sharpens.
The camera frames the characters against a large landscape, making the moment feel consequential.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is low.","Mood: epic, film
Genre: choir, orchestral, soundtrack
Pacing: medium
Tension: high
Texture: orchestral cinematic textures
Description: epic, film choir, orchestral, soundtrack background music with orchestral cinematic textures. The music should have a medium pace and high emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.",0,
track_1244794,train,epic|film,choir|orchestral|soundtrack,"EXT. WIDE LANDSCAPE - DAWN.
A group reaches the top of a ridge after a long journey. They look out over the distance, aware that the hardest part is still ahead.
The blocking is composed and theatrical, with slow camera movement and strong spatial symmetry.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is low.","Generate a structured background music plan for this screenplay excerpt:
EXT. WIDE LANDSCAPE - DAWN.
A group reaches the top of a ridge after a long journey. They look out over the distance, aware that the hardest part is still ahead.
The blocking is composed and theatrical, with slow camera movement and strong spatial symmetry.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is low.","Mood: epic, film
Genre: choir, orchestral, soundtrack
Pacing: medium
Tension: high
Texture: orchestral cinematic textures
Description: epic, film choir, orchestral, soundtrack background music with orchestral cinematic textures. The music should have a medium pace and high emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.",0,
track_0126121,train,soundscape,ambient|easylistening|progressive|psychedelic|worldfusion,"EXT. CITY SIDEWALK - EVENING.
A character moves through a crowd while replaying a conversation in their head. The city continues around them, indifferent.
The characters move through a bright public space, and the emotion is easy to read.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is medium.","Generate a structured background music plan for this screenplay excerpt:
EXT. CITY SIDEWALK - EVENING.
A character moves through a crowd while replaying a conversation in their head. The city continues around them, indifferent.
The characters move through a bright public space, and the emotion is easy to read.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is medium.","Mood: soundscape
Genre: ambient, easylistening, progressive, psychedelic, worldfusion
Pacing: medium
Tension: low
Texture: soft ambient textures
Description: soundscape ambient, easylistening, progressive, psychedelic, worldfusion background music with soft ambient textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.",0,
track_0126121,train,soundscape,ambient|easylistening|progressive|psychedelic|worldfusion,"INT. CAR - NIGHT.
Two people drive without speaking. The road lights pass across their faces. The silence between them slowly changes shape.
The moment feels like a small but clear shift toward connection.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is medium.","Generate a structured background music plan for this screenplay excerpt:
INT. CAR - NIGHT.
Two people drive without speaking. The road lights pass across their faces. The silence between them slowly changes shape.
The moment feels like a small but clear shift toward connection.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is medium.","Mood: soundscape
Genre: ambient, easylistening, progressive, psychedelic, worldfusion
Pacing: medium
Tension: low
Texture: soft ambient textures
Description: soundscape ambient, easylistening, progressive, psychedelic, worldfusion background music with soft ambient textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.",0,
track_0020536,train,fun,alternative|easylistening|ethno|indie|pop|world,"EXT. SCHOOL COURTYARD - DAY.
A small group of friends run across the courtyard after finishing their final exam. One of them turns back for a moment, smiling before joining the others.
The characters move through a bright public space, and the emotion is easy to read.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is medium.","Generate a structured background music plan for this screenplay excerpt:
EXT. SCHOOL COURTYARD - DAY.
A small group of friends run across the courtyard after finishing their final exam. One of them turns back for a moment, smiling before joining the others.
The characters move through a bright public space, and the emotion is easy to read.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is medium.","Mood: fun
Genre: alternative, easylistening, ethno, indie, pop, world
Pacing: medium
Tension: low
Texture: accessible melodic textures
Description: fun alternative, easylistening, ethno, indie, pop, world background music with accessible melodic textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.",0,
track_0020536,train,fun,alternative|easylistening|ethno|indie|pop|world,"INT. SMALL KITCHEN - MORNING.
A family prepares breakfast in a cramped apartment. The conversation is simple and ordinary, but the atmosphere begins to feel lighter.
The moment feels like a small but clear shift toward connection.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is medium.","Generate a structured background music plan for this screenplay excerpt:
INT. SMALL KITCHEN - MORNING.
A family prepares breakfast in a cramped apartment. The conversation is simple and ordinary, but the atmosphere begins to feel lighter.
The moment feels like a small but clear shift toward connection.
The scene is carried by blocking, editing rhythm, and facial expression. Dialogue density is medium.","Mood: fun
Genre: alternative, easylistening, ethno, indie, pop, world
Pacing: medium
Tension: low
Texture: accessible melodic textures
Description: fun alternative, easylistening, ethno, indie, pop, world background music with accessible melodic textures. The music should have a medium pace and low emotional tension. It should function as a cinematic underscore, supporting the scene without overpowering dialogue or visual storytelling.",0,
